circuit_id,lap_distance_m,provenance,air_density,air_density_measured,grip_scale,grip_scale_fitted,soc_start_mj,harvest_cap_mj,solve_seconds,optimal_lap_s,uniform_lap_s,greedy_lap_s,gain_vs_uniform_s,gain_vs_greedy_s,optimal_deployed_mj,optimal_harvested_mj,uniform_deployed_mj,greedy_deployed_mj,optimal_soc_end_mj,greedy_soc_end_mj,greedy_energy_debt_mj,greedy_periodic,uniform_periodic,optimal_periodic,optimal_soc_deficit_j,optimal_clip_pct,uniform_clip_pct,greedy_clip_pct,uniform_fraction,harvest_multiplier,notes,measured_lap_s,measured_driver,measured_deployed_mj,measured_harvested_mj,measured_soc_start_mj,measured_soc_end_mj,measured_unexplained_mj,measured_note
budapest,4329.24,2026 Qualifying,1.1394605749500601,True,0.9988,True,2.0,7.0,2.9302752017974854,75.48779313855401,76.9171179487444,75.92906572463617,1.4293248101903941,0.4412725860821638,6.9761416435537695,7.0,5.495865628181161,6.901106028119754,2.023858356446222,0.7818600407099769,1.218139959290023,False,True,True,-23858.35644622217,0.0,0.0,36.25866050808314,0.3603515625,0.0,[],77.219,HAM,4.622068797642048,4.062709603201757,4.0,3.4406408055597133,0.07444809982947687,"Reconstructed from the measured speed trace by inverse dynamics under the fitted model: the electrical power the observed acceleration required beyond the engine, and the recoverable share of the observed braking. Not a measurement — public telemetry has no energy channels — and it inherits the model's assumed engine power."
zandvoort,4218.22,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,2.6953675746917725,75.31957335447652,76.80533367563874,75.66281732660912,1.4857603211622177,0.3432439721325977,6.230366700736213,6.534221273375254,4.989835696222977,6.424844341579745,2.303854572639028,0.7031613855911453,1.2968386144088548,False,True,True,-303854.5726390281,0.0,0.0,40.758293838862556,0.3251953125,0.0,[],,,,,,,,
monza,5762.04,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,3.6670448780059814,80.69401545980988,82.85719884116854,81.25487357859375,2.163183381358664,0.5608581187838695,5.595000811102724,5.655673284902506,3.14343732810191,4.371951707447876,2.0606724737997766,0.8188753526142304,1.1811246473857695,False,True,True,-60672.47379977675,0.0,0.0,71.44097222222221,0.1455078125,0.0,[],,,,,,,,
baku,5960.6,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,54.50731658935547,104.80973228528845,106.71492923107705,105.22212500149183,1.905196945788603,0.41239271620338513,6.997061360644622,7.0,7.0044309808025025,8.469558235205891,2.0029386393553783,0.5304417647941142,1.469558235205886,False,True,True,-2938.6393553782254,0.0,0.0,52.09731543624161,0.3134765625,5.2734375e-07,['Harvest cap 7.00 MJ binds; periodicity restored with multiplier 5.273e-07 s/J after 11 DP solves.'],,,,,,,,
marina-bay,4863.57,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,39.9566068649292,89.38264482953743,91.21947033370692,89.84769921231646,1.8368255041694965,0.4650543827790301,6.9843626347608145,7.0,6.701893088583914,8.080746230340383,2.0156373652391855,0.8136112107240285,1.1863887892759715,False,True,True,-15637.365239185514,0.0,0.0,40.90441932168551,0.3505859375,3.5546874999999996e-07,['Harvest cap 7.00 MJ binds; periodicity restored with multiplier 3.555e-07 s/J after 11 DP solves.'],,,,,,,,
austin,5428.55,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,43.6951265335083,95.1685593797397,97.023922465765,95.39115878063626,1.8553630860252923,0.22259940089655572,6.964934721957788,7.0,6.753694999764582,8.129024018546925,2.0350652780422176,0.729887733240659,1.2701122667593412,False,True,True,-35065.278042217484,0.0,0.0,43.18600368324125,0.333984375,2.9687499999999996e-07,['Harvest cap 7.00 MJ binds; periodicity restored with multiplier 2.969e-07 s/J after 11 DP solves.'],,,,,,,,
mexico-city,4246.44,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,3.322962522506714,72.92125088185684,74.6106886885283,73.10856114212324,1.6894378066714637,0.18731026026640052,6.141349670647432,6.174678937028275,4.489027602790277,5.936455490327107,2.0333292663808464,0.6934006767238878,1.3065993232761124,False,True,True,-33329.2663808465,0.0,0.0,43.69846878680801,0.306640625,0.0,[],,,,,,,,
sao-paulo,4233.41,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,2.8940553665161133,69.34946791380642,71.10690616951352,70.00686850170341,1.7574382557071004,0.6574005878969871,5.728529600519573,5.887730433081246,4.272524039124612,5.60649882955251,2.1592008325616696,0.839594078526537,1.160405921473463,False,True,True,-159200.8325616694,0.0,0.0,52.18417945690673,0.275390625,0.0,[],,,,,,,,
las-vegas,6152.92,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,4.421870708465576,92.20178849703856,94.58317719272922,93.27390339756145,2.38138869569066,1.072114900522891,6.659171209381673,6.704595066329192,4.356535725501687,5.369869081713306,2.0454238569475134,1.0997875278211338,0.9002124721788661,False,True,True,-45423.85694751353,0.0,0.0,65.88139723801787,0.197265625,0.0,[],,,,,,,,
lusail,5391.28,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,39.15950107574463,87.2882779300099,89.33480702432486,88.19739698045447,2.0465290943149625,0.9091190504445734,6.894338880678788,6.974831613585029,5.403362471422409,6.883095489972263,2.080492732906236,0.634392974144753,1.3656070258552468,False,True,True,-80492.73290623608,0.0,0.0,48.33024118738404,0.2724609375,1.640625e-07,['Harvest cap 7.00 MJ binds; periodicity restored with multiplier 1.641e-07 s/J after 11 DP solves.'],,,,,,,,
yas-marina,5234.33,2025 Qualifying (geometry only; 2026 round not yet run),1.1697109337713318,False,1.0,False,2.0,7.0,37.28904700279236,87.56326929594967,89.67091614031865,88.08506537443138,2.107646844368986,0.5217960784817137,6.935655147094352,7.0,5.6122047617331,6.878357133678396,2.064344852905647,0.8291421665403208,1.170857833459679,False,True,True,-64344.85290564736,0.0,0.0,48.42406876790831,0.2890625,8.59375e-08,['Harvest cap 7.00 MJ binds; periodicity restored with multiplier 8.594e-08 s/J after 11 DP solves.'],,,,,,,,
